"","e_","site_","sigle","name","iscore","issect","isssamp","descriptor","hasanlam","entloc","localveg","coll_","sampdate","depthatloc","icethickcm","sampdevice","corediamcm","c14depthadj","notes","site_","sitename","sitecode","siteexists","poldiv1","poldiv2","poldiv3","latdeg","latmin","latsec","latns","latdd","latdms","londeg","lonmin","lonsec","lonew","londd","londms","elevation","areaofsite"
"401",2260,1753,"CAVALLAR","Cavallara","Y","N","N","PMSH","N","S-E of Corsica island","beech grove",355,"1969-07-00",NA,NA,"Hiller corer",NA,NA,NA,1753,"Bergeries de Cavallara","FRA-20000-CAVA","Y2000","FRA","20","000",41,52,32,"N",41.875556,"41.52.32N",9,10,31,"E",9.175278,"  9.10.31E",1450,NA
"402",2261,664,"CRENO2","Creno 2","Y","N","N","PBOG","N","border north of the lake","hygrophilous herb and Sphagnum",355,"1969-00-00",120,NA,"Coûteaux corer",8,NA,NA,664,"Lac de Creno","FRA-20000-CREN",NA,"FRA","20","000",42,12,3,"N",42.200833,"42.12.03N",8,56,51,"E",8.9475,"  8.56.51E",1280,2.4
"403",2262,1754,"OVACE","Ovace","Y","N","Y","PBOG","N","centre of the peat bog","meso-hygrophile lawn",355,"1969-07-00",NA,NA,"Hiller corer",NA,NA,NA,1754,"Plateau d'Ovace","FRA-20000-OVAC",NA,"FRA","20","000",41,35,5,"N",41.584722,"41.35.05N",9,5,22,"E",9.089444,"  9.05.22E",1250,NA
"404",2263,1755,"FOSES4","Fos core ES4","Y","N","N","PBOG","N","500m from the sea","Phragmites",88,"1995-00-00",NA,NA,NA,NA,NA,NA,1755,"Marais de Fos","FRA-13000-FOSE",NA,"FRA","13","000",43,26,12,"N",43.436667,"43.26.12N",4,56,12,"E",4.936667,"  4.56.12E",0,NA
"405",2266,1758,"MALIQS1","S1 core (K6)","Y","N","N","LACU","N","edge of the lake","cultivated fields",1544,"1996-00-00",NA,NA,"Russian sampler",NA,NA,"close to archaeological Sovjan site",1758,"Lake Maliq","ALB-07000-MALI",NA,"ALB","07","000",40,46,0,"N",40.766667,"40.46.00N",20,47,0,"E",20.783333," 20.47.00E",818,4000
"406",2314,1796,"DS7","DS7-1CS","Y","N","N","MARI","Y","North-East of the Dead Sea",NA,59,"0000-00-00",41500,NA,"SELCORE percussion",12,NA,NA,1796,"Dead Sea 7","DES-00000-DS7",NA,"DES","00","000",31,29,28,"N",31.491111,"31.29.28N",35,25,47,"E",35.429722," 35.25.47E",-415,NA
"407",2318,1800,"ML9811","core ML98-11","Y","N","N","LACU","N","centre of lake","Euxinian forest",59,"1998-00-00",2900,NA,"handpushed Livingstore",5,NA,NA,1800,"Lake Manyas","TUR-12000-ML98",NA,"TUR","12","000",40,10,0,"N",40.166667,"40.10.00N",28,0,0,"E",28," 28.00.00E",14,15000
"408",2323,1804,"IZNIK","IZN05/LC1, IZN09/LC2 & LC3","Y","N","N","LACU","N","sedimentary ridges",NA,1630,"2009-00-00",50,NA,"percussion piston (UWITEC)",NA,NA,"3 composite cores",1804,"Lake Iznik","TUR-21000-IZNI",NA,"TUR","21","000",40,26,2,"N",40.433889,"40.26.02N",29,31,59,"E",29.533056," 29.31.59E",88,31300
"409",2324,1805,"MAI",NA,"Y","N","N","PMIR","N","bottom of del Maíllo river","Erica,Calluna,Genista,Molina,Pteridium",1617,"2009-03-00",NA,NA,"Russian corer",5,NA,NA,1805,"El Maíllo mire","ESP-08000-MAI",NA,"ESP","08","000",40,32,48,"N",40.546667,"40.32.48N",6,12,35,"W",-6.209722,"  6.12.35W",1100,0.18
"410",2326,1806,"AYOO",NA,"Y","N","N","PMIR","N","south-west of Vidriales village","Molinia,Nardus,Carex,Genista,Calluna,Eri",1617,"2009-03-00",NA,NA,"Russian corer",5,NA,NA,1806,"Ayoó de Vidriales","ESP-08000-AYOO",NA,"ESP","08","000",42,7,34,"N",42.126111,"42.07.34N",6,4,13,"W",-6.070278,"  6.04.13W",780,NA
"411",2357,1836,"TSCHEPPA","Lej da la Tscheppa","Y","N","Y","LNAT","N","in the lake","open water",1692,"2002-08-00",2500,NA,"UWITEC gravity corer",NA,0,"from Alpadaba",1836,"Lej da la Tscheppa","CHE-10000-TSCH",NA,"CHE","10","000",46,27,7,"N",46.451944,"46.27.07N",9,45,0,"E",9.75,"  9.45.00E",2616,7.96
"412",2358,1837,"108MAY90","station 108","Y","N","Y","MARI","N","in front of Po delta",NA,1694,"1990-00-00",3200,NA,"PVC tube; scuba divers",NA,NA,"from Alpadaba",1837,"Adriatic Sea 108MAY90","ADS-00000-108M",NA,"ADS","00","000",44,45,7,"N",44.751944,"44.45.07N",12,45,0,"E",12.75," 12.45.00E",-32,NA
"413",2364,1843,"NISIB","Nisi Fen B","Y","N","N","PFEN","N","SW of Nisi village, 500m W of Fen E","fen",1706,"0000-00-00",NA,NA,"modified Livingstone piston",NA,NA,"from Alpadaba",1843,"Nisi Fen","GRC-40000-NISI",NA,"GRC","40","000",40,49,0,"N",40.816667,"40.49.00N",21,55,0,"E",21.916667," 21.55.00E",475,1200
"414",2365,1843,"NISIE","Nisi Fen E","Y","N","N","PFEN","N","SW of Nisi village, 500m east of Fen B","fen",1706,"0000-00-00",NA,NA,"modified Livingstone piston",NA,NA,"from Alpadaba",1843,"Nisi Fen","GRC-40000-NISI",NA,"GRC","40","000",40,49,0,"N",40.816667,"40.49.00N",21,55,0,"E",21.916667," 21.55.00E",475,1200
"415",2366,1844,"GORGOBAS",NA,"Y","N","N","LACU","N","deepest point","wetland communities",718,"2004-06-00",970,NA,"modified Streif-Livingstone",4.8,0,"Alpadaba",1844,"Gorgo basso","ITA-15000-GORG",NA,"ITA","15","000",37,36,0,"N",37.6,"37.36.00N",12,39,0,"E",12.65," 12.39.00E",6,3
"416",2367,1845,"LPBC","cores LPB and LPC","Y","N","N","LACU","N","centre of lake","wetland communities",1715,"2008-06-00",200,NA,"Streif-Livingstone corer",4.8,NA,"Alpadaba",1845,"Lago Preola","ITA-15000-LPBC",NA,"ITA","15","000",37,37,0,"N",37.616667,"37.37.00N",12,38,0,"E",12.633333," 12.38.00E",6,33
"417",2398,1868,"BN1","Drillhole BN1","Y","N","N","PALU","N",NA,"shrubs",59,"1987-00-00",NA,NA,"drillhole",NA,NA,"latest Pliocene",1868,"Bernasso","FRA-46000-BN1",NA,"FRA","46","000",43,43,34,"N",43.726111,"43.43.34N",3,15,25,"E",3.256944,"  3.15.25E",512,NA
"418",2399,796,"BO3","BO III","Y","N","N","LACU","N",NA,"Quercus,Quercetum, Pistacia lentiscus",59,"1988-00-00",NA,NA,"Sedidrill 500",10,NA,NA,796,"Lake Banyoles","ESP-09000-BO4",NA,"ESP","09","000",42,8,0,"N",42.133333,"42.08.00N",2,45,0,"E",2.75,"  2.45.00E",173,NA
"419",2400,1869,"BOC3","BOC III","Y","N","N","PALU","N","500m north of Banyoles lake",NA,59,"0000-00-00",NA,NA,NA,NA,NA,"Praetiglian age deposit",1869,"Bòbila Ordis","ESP-09000-BOCN",NA,"ESP","09","000",42,8,24,"N",42.14,"42.08.24N",2,45,16,"E",2.754444,"  2.45.16E",190,NA
"420",2401,1869,"BOC4","BOC IV","Y","N","N","PALU","N","500m north of Banyoles lake",NA,59,"0000-00-00",NA,NA,NA,NA,NA,"Praetiglian age deposit",1869,"Bòbila Ordis","ESP-09000-BOCN",NA,"ESP","09","000",42,8,24,"N",42.14,"42.08.24N",2,45,16,"E",2.754444,"  2.45.16E",190,NA
"421",2402,1869,"BOCNOIR","BOC noir","Y","N","N","PALU","N","500m north of Banyoles lake",NA,59,"0000-00-00",NA,NA,NA,NA,NA,"Praetiglian age deposit",1869,"Bòbila Ordis","ESP-09000-BOCN",NA,"ESP","09","000",42,8,24,"N",42.14,"42.08.24N",2,45,16,"E",2.754444,"  2.45.16E",190,NA
"422",2406,1873,"AFALOU","Afalou","N","N","N","TCAV","N",NA,NA,1750,"1989-00-00",NA,NA,"excavation",NA,NA,"Palaeolithic site",1873,"Afalou Bou Rhummel","DZA-08000-AFAL",NA,"DZA","08","000",36,38,2,"N",36.633889,"36.38.02N",5,20,57,"E",5.349167,"  5.20.57E",40,NA
"423",2470,1913,"CARCAVAS","Arroyo de las Cárcavas","Y","N","N","PBOG","N",NA,NA,1617,"2014-00-00",NA,NA,"Russian peat sampler",NA,NA,NA,1913,"Arroyo de las Cárcavas","ESP-08000-CARC",NA,"ESP","08","000",40,50,31,"N",40.841944,"40.50.31N",4,1,53,"W",-4.031389,"  4.01.53W",1300,0.09
"424",2476,796,"BO4","BO IV","Y","N","N","LACU","N",NA,"Quercus,Quercetum, Pistacia lentiscus",59,"1988-00-00",NA,NA,"Sedidrill 500",10,NA,NA,796,"Lake Banyoles","ESP-09000-BO4",NA,"ESP","09","000",42,8,0,"N",42.133333,"42.08.00N",2,45,0,"E",2.75,"  2.45.00E",173,NA
"425",2477,1916,"TP2","TP II","Y","N","N","PALU","N","3km north-west of Banyoles",NA,59,"1985-00-00",NA,NA,"drill rig with gouge auger",NA,NA,NA,1916,"Tres Pins","ESP-09000-TP2",NA,"ESP","09","000",42,8,45,"N",42.145833,"42.08.45N",2,43,50,"E",2.730556,"  2.43.50E",210,NA
"426",2478,1917,"NO2","NO II","Y","N","N","PALU","Y","500m north-east of Nogaret village",NA,59,"0000-00-00",NA,NA,NA,NA,NA,NA,1917,"Nogaret maar","FRA-46000-NO2",NA,"FRA","46","000",43,47,15,"N",43.7875,"43.47.15N",3,12,30,"E",3.208333,"  3.12.30E",666,NA
"427",2479,1918,"NAVALACA","Arroyo de Navalacarreta","Y","N","N","PBOG","N",NA,NA,1617,"2014-00-00",NA,NA,"Russian peat sampler",NA,NA,NA,1918,"Arroyo de Navalacarreta","ESP-08000-NAVA",NA,"ESP","08","000",40,51,8,"N",40.852222,"40.51.08N",4,1,52,"W",-4.031111,"  4.01.52W",1250,0.025
"428",2480,1919,"VALDECON","Arroyo de Valdeconejos","Y","N","N","PMIR","N",NA,NA,1617,"2014-00-00",NA,NA,"Russian peat sampler",NA,NA,NA,1919,"Arroyo de Valdeconejos","ESP-08000-VALD",NA,"ESP","08","000",40,51,44,"N",40.862222,"40.51.44N",4,3,35,"W",-4.059722,"  4.03.35W",1380,0.04
"429",2481,1920,"ALICE2","Torbiera di Alice superiore II","Y","N","N","PBOG","N","middle of bog, east west of the village","sedge & willow plums Alnus in marsh part",636,"1973-00-00",NA,NA,"Hiller corer",NA,NA,NA,1920,"Torbiera di Alice","ITA-12000-ALIC",NA,"ITA","12","000",45,27,33,"N",45.459167,"45.27.33N",7,46,25,"E",7.773611,"  7.46.25E",573,20
"430",2482,1056,"LGA1","Lago Grande d'Avigliana I","Y","N","N","PBOG","N","eastern edge of the moor close to a moat","reed Carex Cladium Lysimachia Salix/Fran",636,"1975-00-00",NA,NA,"Hiller & Livingstone corers",NA,NA,"peat dismantled in the last century",1056,"Lago Grande di Avigliana","ITA-12000-LGA1","Y2002","ITA","12","000",45,3,54,"N",45.065,"45.03.54N",7,23,12,"E",7.386667,"  7.23.12E",353,83
"431",2483,1921,"ALICE","LA","Y","N","N","LACU","N","west side of the brook","reeds and carices",636,"1976-00-00",NA,NA,"Livingstone corer",NA,NA,NA,1921,"Lago di Alice","ITA-12000-LAAL",NA,"ITA","12","000",45,27,44,"N",45.462222,"45.27.44N",7,47,44,"E",7.795556,"  7.47.44E",594,NA
"432",2484,1920,"ALICE1","Torbiera di Alice superiore I","Y","N","N","PBOG","N","middle of bog, east west of the village","sedge & willow plums Alnus in marsh part",636,"1973-00-00",NA,NA,"Hiller corer",NA,NA,NA,1920,"Torbiera di Alice","ITA-12000-ALIC",NA,"ITA","12","000",45,27,33,"N",45.459167,"45.27.33N",7,46,25,"E",7.773611,"  7.46.25E",573,20
"433",2485,1920,"ALICE3","Torbiera di Alice sup. III","Y","N","N","PBOG","N","middle of bog, east west of the village","sedge & willow plums Alnus in marsh part",636,"1973-00-00",NA,NA,"Livingstone corer",NA,NA,NA,1920,"Torbiera di Alice","ITA-12000-ALIC",NA,"ITA","12","000",45,27,33,"N",45.459167,"45.27.33N",7,46,25,"E",7.773611,"  7.46.25E",573,20
"434",2486,1922,"BIANDRON","Lago Biandronno I","Y","N","N","LACU","N","east bank 80m from the shore",NA,636,"1976-00-00",NA,NA,"Livingstone corer",NA,NA,NA,1922,"Lago di Biandronno","ITA-09000-BIAN",NA,"ITA","09","000",45,48,51,"N",45.814167,"45.48.51N",8,44,22,"E",8.739444,"  8.44.22E",240,NA
"435",2487,1923,"LPA1","Torbiera di Trana","Y","N","N","PBOG","N","400m west of road, 100m south of moraine","alder trees",636,"1975-00-00",NA,NA,"Livingstone corer",NA,NA,"archaeological objects of Bronze Age in peaty layers",1923,"Torbiera di Trana","ITA-12000-LPA1",NA,"ITA","12","000",45,2,53,"N",45.048056,"45.02.53N",7,23,37,"E",7.393611,"  7.23.37E",360,NA
"436",2488,1924,"VIVERONE","Lago di Viverone","Y","N","N","LACU","N","south west of the lake","Rynchospora & Alnus unit belt with Carex",636,"1973-00-00",NA,NA,"Hiller corer",NA,NA,NA,1924,"Lago di Viverone","ITA-12000-VIVE",NA,"ITA","12","000",45,25,2,"N",45.417222,"45.25.02N",8,2,8,"E",8.035556,"  8.02.08E",230,NA
"437",2489,1925,"GEDI97","GEDI97","Y","N","N","MCOA","Y","Dead Sea shore near Ein Gedi Spa",NA,293,"1997-00-00",NA,NA,"marine drilling",NA,NA,NA,1925,"Ein Gedi","ISR-05000-GEDI",NA,"ISR","05","000",31,25,8,"N",31.418889,"31.25.08N",35,23,18,"E",35.388333," 35.23.18E",-415,76000
"438",2490,1926,"SIRIO","Lago di Sirio","Y","N","N","LACU","N","south eastern edge of the lake","Caricetum and alder forest",636,"1972-00-00",15,NA,"Hiller corer",NA,NA,NA,1926,"Lago di Sirio","ITA-12000-SIRI",NA,"ITA","12","000",45,29,9,"N",45.485833,"45.29.09N",7,53,2,"E",7.883889,"  7.53.02E",269,NA
"439",2492,1927,"GRAMOU","Gramousti","Y","N","N","LACU","N","east of Doliana","chews,Paliurus,Quercus,Cornus,Crataegus",1776,"0000-00-00",0,NA,"modified Livingstone corer",NA,NA,"drained lake",1927,"Lake Gramousti","GRC-22000-GRAM",NA,"GRC","22","000",39,53,6,"N",39.885,"39.53.06N",20,35,43,"E",20.595278," 20.35.43E",400,2.5
"440",2493,1928,"REZINA","Rezina","Y","N","N","PMSH","N","north of Astraka","Carex,Ranunculus,Potamogeton",1776,"0000-00-00",150,NA,"Livingstone corer piston",NA,NA,NA,1928,"Rezina marsh","GRC-22000-REZI",NA,"GRC","22","000",39,59,16,"N",39.987778,"39.59.16N",20,46,32,"E",20.775556," 20.46.32E",1760,3.12
"441",2515,1944,"SCHWI1SA","Schwindebeck I_SA","Y","N","N","PALU","N",NA,"none (mine)",72,"1958-08-26",NA,NA,"diatomite pit",NA,NA,"Eem interglacial",1944,"Schwindebeck","DEU-09000-SCHW",NA,"DEU","09","000",43,7,15,"N",43.120833,"43.07.15N",10,6,43,"E",10.111944," 10.06.43E",53,4
"442",2516,1944,"SCHWI2SB","Schwindebeck II_SB","Y","N","N","PALU","N",NA,"none (mine)",72,"1958-08-26",NA,NA,"diatomite pit",NA,NA,"Eem interglacial",1944,"Schwindebeck","DEU-09000-SCHW",NA,"DEU","09","000",43,7,15,"N",43.120833,"43.07.15N",10,6,43,"E",10.111944," 10.06.43E",53,4
"443",2517,1944,"SCHWIND6","Schwindebeck VI","Y","N","N","PALU","N",NA,"none (mine)",72,"1958-08-26",NA,NA,"diatomite pit",NA,NA,"Eem interglacial",1944,"Schwindebeck","DEU-09000-SCHW",NA,"DEU","09","000",43,7,15,"N",43.120833,"43.07.15N",10,6,43,"E",10.111944," 10.06.43E",53,4
"444",2518,1944,"SCHWIND7","Schwindebeck VII","Y","N","N","PALU","N",NA,"none (mine)",72,"1958-08-26",NA,NA,"diatomite pit",NA,NA,"Eem interglacial",1944,"Schwindebeck","DEU-09000-SCHW",NA,"DEU","09","000",43,7,15,"N",43.120833,"43.07.15N",10,6,43,"E",10.111944," 10.06.43E",53,4
"445",2554,1979,"TUB","Tubilla","Y","N","N","PMIR","N","deepest and undisturbed part of the site","meadows and reedbeds",1617,"2007-10-00",NA,NA,"Russian corer",NA,NA,"the mire was partly excavated in 2007 to create an artificial lake",1979,"Tubilla del Lago","ESP-14000-TUB",NA,"ESP","14","000",41,48,30,"N",41.808333,"41.48.30N",3,34,21,"W",-3.5725,"  3.34.21W",900,5
